age 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
0 0.42820278012 0.39364041468 0.36212743614 0.33320404227 0.30650094309 0.28173352137 0.25865605095 0.23708049993 0.21683822355 0.19779059208 0.179972158838766 0.163374018348053 0.14740747995834 0.132067249422889 0.117339345430989 0.103234717407354 0.0897275856386427 0.0768281887852695 0.064525418057966 0.0528006551150815 0.0409683932896536 0.0306183734073229 0.0213961442702327 0.0135989676294873 0.00755496990014271
1 0.0678677500036497 0.0612839499549488 0.0553994510592509 0.0500936429219995 0.0452728453380709 0.0408658621510841 0.0368135481091924 0.033070680559116 0.0295981932997333 0.0263643411431199 0.0229808045849888 0.0198215515227653 0.016980389103928 0.01441455207251 0.0120839566333944 0.00995653167895336 0.00799880527362626 0.00618704940487987 0.00449879279713563 0.00291493286488195 0.00191552283893672 0.00118373673945263 0.00065499068865821 0.000310041897105999 0.000117578009250949
2 0.0678677500036497 0.0612839499549489 0.055399451059251 0.0500936429219995 0.0452728453380709 0.040865862151084 0.0368135481091924 0.033070680559116 0.0295981932997334 0.0263643411431198 0.0229808045849888 0.0198215515227653 0.016980389103928 0.01441455207251 0.0120839566333944 0.00995653167895336 0.00799880527362624 0.00618704940487987 0.00449879279713562 0.00291493286488195 0.00191552283893673 0.00118373673945263 0.000654990688658206 0.000310041897105997 0.000117578009250951
3 0.0678677500036497 0.0612839499549489 0.055399451059251 0.0500936429219995 0.0452728453380709 0.0408658621510841 0.0368135481091924 0.0330706805591159 0.0295981932997333 0.0263643411431199 0.0229808045849888 0.0198215515227653 0.016980389103928 0.01441455207251 0.0120839566333944 0.00995653167895339 0.00799880527362626 0.00618704940487988 0.00449879279713563 0.00291493286488195 0.00191552283893672 0.00118373673945263 0.000654990688658206 0.000310041897105997 0.000117578009250949
4 0.0678677500036497 0.0612839499549488 0.055399451059251 0.0500936429219995 0.0452728453380709 0.0408658621510841 0.0368135481091924 0.033070680559116 0.0295981932997334 0.0263643411431199 0.0229808045849888 0.0198215515227653 0.016980389103928 0.01441455207251 0.0120839566333944 0.00995653167895336 0.00799880527362626 0.00618704940487987 0.00449879279713563 0.00291493286488195 0.00191552283893672 0.00118373673945263 0.00065499068865821 0.000310041897105999 0.000117578009250949
5 0.0149713063971024 0.0136320843071884 0.0124173268229919 0.0113076283220661 0.0102875199015002 0.00934510289114195 0.00847020548102145 0.00765503150518587 0.00689265948004909 0.00617741217548944 0.00544875475644152 0.00476149627394277 0.0041306562332141 0.0035503294160095 0.00301458407732296 0.00251875463080797 0.00205731914036843 0.00162654543673879 0.00122255996048622 0.000841891921769562 0.000582235274909735 0.000376156987301349 0.000219759575448773 0.000111389055632122 4.61507231672745e-05
6 0.0149713063971024 0.0136320843071885 0.0124173268229921 0.011307628322066 0.0102875199015002 0.00934510289114195 0.0084702054810215 0.00765503150518593 0.00689265948004909 0.0061774121754895 0.00544875475644152 0.00476149627394277 0.00413065623321408 0.00355032941600947 0.00301458407732296 0.00251875463080797 0.00205731914036843 0.00162654543673879 0.00122255996048622 0.000841891921769562 0.000582235274909742 0.000376156987301342 0.000219759575448773 0.000111389055632122 4.61507231672727e-05
7 0.0149713063971025 0.0136320843071884 0.0124173268229919 0.0113076283220661 0.0102875199015002 0.00934510289114206 0.00847020548102145 0.00765503150518587 0.00689265948004904 0.00617741217548944 0.00544875475644158 0.00476149627394282 0.0041306562332141 0.0035503294160095 0.00301458407732293 0.002518754630808 0.00205731914036846 0.00162654543673879 0.00122255996048622 0.000841891921769562 0.000582235274909735 0.000376156987301349 0.000219759575448773 0.000111389055632122 4.61507231672745e-05
8 0.0149713063971024 0.0136320843071885 0.0124173268229921 0.011307628322066 0.0102875199015002 0.00934510289114195 0.0084702054810215 0.00765503150518593 0.00689265948004909 0.0061774121754895 0.00544875475644152 0.00476149627394277 0.00413065623321408 0.00355032941600947 0.00301458407732296 0.00251875463080797 0.00205731914036843 0.00162654543673879 0.00122255996048622 0.000841891921769562 0.000582235274909742 0.000376156987301342 0.000219759575448773 0.000111389055632122 4.61507231672727e-05
9 0.0149713063971024 0.0136320843071884 0.0124173268229919 0.0113076283220661 0.0102875199015002 0.00934510289114195 0.00847020548102145 0.00765503150518587 0.00689265948004909 0.00617741217548944 0.00544875475644152 0.00476149627394277 0.0041306562332141 0.0035503294160095 0.00301458407732296 0.00251875463080797 0.00205731914036843 0.00162654543673879 0.00122255996048622 0.000841891921769562 0.000582235274909735 0.000376156987301349 0.000219759575448773 0.000111389055632122 4.61507231672745e-05
