age 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
0 0.31995130015 0.29224289264 0.2673700767 0.24484298085 0.22429890912 0.20544218018 0.18804544271 0.17192433722 0.15692025778 0.14291101344 0.12978659773 0.1174795114 0.106029203816006 0.0955922005034796 0.0854725552399649 0.0756944561867965 0.0662855487686311 0.0572644860596615 0.0486486082113473 0.0404435443432037 0.0326500760803435 0.0251397790392884 0.0187860595770598 0.0127690489196322 0.00781724715317256
1 0.0845924819145191 0.0758422427283889 0.0681938045012913 0.0614256019012323 0.0553783337819582 0.0499281686080911 0.0449818487678422 0.0404658429996889 0.0363192853875248 0.032495399270209 0.0289537080002592 0.0256674230438725 0.0221886814130827 0.0189001526929634 0.0159681227662589 0.0133459115890119 0.0109902209399841 0.00885928307155373 0.00691637016251838 0.00512854261697724 0.00346886576058132 0.00189022188344545 0.00105741359446481 0.000540607824801719 0.000230573268306694
2 0.0845924819145191 0.0758422427283889 0.0681938045012913 0.0614256019012323 0.0553783337819582 0.0499281686080911 0.0449818487678423 0.0404658429996889 0.0363192853875248 0.0324953992702091 0.0289537080002592 0.0256674230438725 0.0221886814130827 0.0189001526929634 0.015968122766259 0.0133459115890119 0.0109902209399841 0.00885928307155374 0.00691637016251838 0.00512854261697723 0.00346886576058132 0.00189022188344545 0.00105741359446482 0.000540607824801718 0.000230573268306692
3 0.0845924819145192 0.0758422427283888 0.0681938045012913 0.0614256019012323 0.0553783337819582 0.0499281686080911 0.0449818487678423 0.0404658429996889 0.0363192853875248 0.032495399270209 0.0289537080002592 0.0256674230438725 0.0221886814130827 0.0189001526929634 0.015968122766259 0.0133459115890119 0.0109902209399842 0.00885928307155373 0.00691637016251839 0.00512854261697723 0.00346886576058132 0.00189022188344545 0.00105741359446482 0.000540607824801718 0.000230573268306694
4 0.0845924819145191 0.0758422427283889 0.0681938045012913 0.0614256019012323 0.0553783337819582 0.0499281686080911 0.0449818487678423 0.0404658429996889 0.0363192853875248 0.032495399270209 0.0289537080002592 0.0256674230438725 0.0221886814130827 0.0189001526929634 0.0159681227662589 0.0133459115890119 0.0109902209399841 0.00885928307155374 0.00691637016251838 0.00512854261697724 0.00346886576058132 0.00189022188344545 0.00105741359446481 0.000540607824801719 0.000230573268306694
5 0.027058671470751 0.0244570201789011 0.0221450217173877 0.0200697700173439 0.0181924055962523 0.0164817830666558 0.0149140922472347 0.013470209246811 0.0121339253203871 0.0108927365510729 0.00973556705502306 0.00865535312402341 0.00752111495299016 0.00644309720529711 0.00547136123996915 0.004593724138265 0.00379849293677804 0.00307389962497344 0.00240933677259306 0.00179499458143882 0.00122269159568344 0.000676899149414913 0.000398902061097062 0.000208081423429481 9.10201594075394e-05
6 0.027058671470751 0.0244570201789011 0.0221450217173878 0.0200697700173439 0.0181924055962522 0.0164817830666558 0.0149140922472346 0.013470209246811 0.0121339253203871 0.0108927365510729 0.00973556705502306 0.00865535312402341 0.00752111495299016 0.00644309720529711 0.00547136123996915 0.004593724138265 0.00379849293677804 0.00307389962497344 0.00240933677259305 0.00179499458143883 0.00122269159568344 0.000676899149414913 0.000398902061097062 0.000208081423429483 9.10201594075394e-05
7 0.027058671470751 0.0244570201789011 0.0221450217173877 0.0200697700173438 0.0181924055962523 0.0164817830666557 0.0149140922472347 0.013470209246811 0.0121339253203871 0.0108927365510728 0.00973556705502306 0.00865535312402338 0.00752111495299019 0.00644309720529714 0.00547136123996915 0.00459372413826497 0.00379849293677806 0.00307389962497344 0.00240933677259306 0.00179499458143883 0.00122269159568344 0.00067689914941492 0.000398902061097059 0.000208081423429483 9.10201594075411e-05
8 0.027058671470751 0.0244570201789011 0.0221450217173878 0.0200697700173439 0.0181924055962522 0.0164817830666559 0.0149140922472346 0.013470209246811 0.0121339253203871 0.0108927365510729 0.00973556705502306 0.00865535312402344 0.00752111495299016 0.00644309720529711 0.00547136123996915 0.004593724138265 0.00379849293677804 0.00307389962497344 0.00240933677259306 0.00179499458143883 0.00122269159568344 0.000676899149414913 0.000398902061097062 0.000208081423429479 9.10201594075394e-05
9 0.027058671470751 0.0244570201789011 0.0221450217173877 0.0200697700173439 0.0181924055962523 0.0164817830666557 0.0149140922472347 0.013470209246811 0.0121339253203871 0.0108927365510729 0.00973556705502306 0.00865535312402338 0.00752111495299016 0.00644309720529711 0.00547136123996915 0.004593724138265 0.00379849293677804 0.00307389962497344 0.00240933677259305 0.00179499458143883 0.00122269159568344 0.000676899149414913 0.000398902061097062 0.000208081423429483 9.10201594075394e-05
