age 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
0 0.33576874116 0.31142398422 0.28943544072 0.26941345958 0.2510587579 0.2341346913 0.21845495954 0.2038671841 0.19024043432 0.177706727054078 0.16662502465966 0.155799615588289 0.145246945922611 0.134978945657125 0.125010211172564 0.115356087842067 0.106021050519976 0.0969534776036877 0.0863788309469655 0.0763015032027818 0.0662645995826769 0.0563193925573123 0.0465541596931641 0.0371145832212577 0.0282066843146956
1 0.101093208507393 0.0906553867841831 0.0815272410412359 0.073445853374037 0.0662187813087894 0.0597005470718034 0.0537802162765563 0.0483702378253942 0.0433986882078794 0.0391348049488926 0.0344040859831995 0.0301044846779781 0.0261844463842782 0.0225969197858103 0.019301674791102 0.0162640632796364 0.0134512004162468 0.0108192825053779 0.00794111549389131 0.00605834424708779 0.00445743452514418 0.00313158179810546 0.00207275656680802 0.00126933493667692 0.00070129737291855
2 0.101093208507393 0.0906553867841832 0.0815272410412359 0.0734458533740369 0.0662187813087895 0.0597005470718033 0.0537802162765564 0.0483702378253943 0.0433986882078794 0.0391348049488926 0.0344040859831995 0.0301044846779781 0.0261844463842782 0.0225969197858103 0.0193016747911021 0.0162640632796364 0.0134512004162468 0.0108192825053779 0.00794111549389133 0.00605834424708779 0.00445743452514417 0.00313158179810546 0.00207275656680802 0.00126933493667693 0.00070129737291855
3 0.101093208507393 0.0906553867841831 0.0815272410412358 0.0734458533740369 0.0662187813087894 0.0597005470718034 0.0537802162765563 0.0483702378253943 0.0433986882078794 0.0391348049488927 0.0344040859831996 0.0301044846779781 0.0261844463842782 0.0225969197858103 0.019301674791102 0.0162640632796364 0.0134512004162468 0.0108192825053779 0.00794111549389133 0.0060583442470878 0.00445743452514418 0.00313158179810545 0.00207275656680801 0.00126933493667693 0.00070129737291855
4 0.101093208507393 0.0906553867841831 0.0815272410412359 0.073445853374037 0.0662187813087894 0.0597005470718034 0.0537802162765563 0.0483702378253942 0.0433986882078795 0.0391348049488926 0.0344040859831995 0.0301044846779781 0.0261844463842782 0.0225969197858103 0.019301674791102 0.0162640632796364 0.0134512004162468 0.0108192825053779 0.00794111549389131 0.00605834424708779 0.00445743452514418 0.00313158179810546 0.00207275656680802 0.00126933493667692 0.00070129737291855
5 0.0165692790802688 0.0150230635193968 0.0136347954815391 0.0123774512439021 0.0112304077638391 0.0101774651822956 0.0092059220949943 0.00830544766501656 0.00746723976630613 0.00661923540141264 0.00584653356955564 0.00513369340604407 0.00447467958890103 0.00386368206937712 0.00329561425555422 0.00276599998166225 0.00227037491913846 0.00180205390237046 0.00138221906082637 0.00105874588940292 0.000782042962788549 0.000551589835536911 0.000366565181472087 0.000225441146677605 0.000125141696502309
6 0.0165692790802689 0.0150230635193968 0.0136347954815391 0.0123774512439021 0.0112304077638391 0.0101774651822954 0.0092059220949943 0.00830544766501656 0.00746723976630613 0.00661923540141269 0.00584653356955558 0.00513369340604407 0.00447467958890097 0.00386368206937712 0.00329561425555422 0.00276599998166225 0.00227037491913846 0.00180205390237046 0.00138221906082636 0.00105874588940292 0.000782042962788535 0.000551589835536898 0.000366565181472094 0.000225441146677605 0.000125141696502309
7 0.0165692790802688 0.0150230635193969 0.0136347954815391 0.0123774512439021 0.0112304077638391 0.0101774651822956 0.00920592209499436 0.00830544766501662 0.00746723976630608 0.00661923540141264 0.00584653356955564 0.00513369340604412 0.00447467958890103 0.00386368206937709 0.00329561425555425 0.00276599998166222 0.00227037491913846 0.00180205390237048 0.00138221906082636 0.00105874588940293 0.000782042962788549 0.000551589835536911 0.000366565181472087 0.000225441146677612 0.000125141696502309
8 0.0165692790802689 0.0150230635193968 0.0136347954815391 0.0123774512439021 0.0112304077638391 0.0101774651822954 0.00920592209499425 0.00830544766501656 0.00746723976630613 0.00661923540141269 0.00584653356955558 0.00513369340604407 0.00447467958890097 0.00386368206937714 0.00329561425555422 0.00276599998166225 0.00227037491913846 0.00180205390237046 0.00138221906082638 0.00105874588940292 0.000782042962788535 0.000551589835536898 0.000366565181472094 0.000225441146677605 0.000125141696502309
9 0.0165692790802688 0.0150230635193968 0.0136347954815391 0.0123774512439021 0.0112304077638391 0.0101774651822956 0.00920592209499436 0.00830544766501656 0.00746723976630613 0.00661923540141264 0.00584653356955564 0.00513369340604407 0.00447467958890103 0.00386368206937709 0.00329561425555422 0.00276599998166225 0.00227037491913846 0.00180205390237046 0.00138221906082636 0.00105874588940292 0.000782042962788549 0.000551589835536911 0.000366565181472087 0.000225441146677605 0.000125141696502309
