"BehaviorSpace results (NetLogo 6.0.4)"
"SIMPLE-crop-model.nlogo"
"experiment"
"01/13/2020 17:50:15:119 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","precipitation_daily-cum_rate2_yearly-mean","CO2-mean","solar_annual-min","precipitation_daily-cum_rate2_yearly-sd","CO2-daily-fluctuation","seed","precipitation_yearly-sd","solar_annual-max","precipitation_daily-cum_plateau-value_yearly-sd","precipitation_daily-cum_n-sample","precipitation_daily-cum_inflection1_yearly-sd","CO2-annual-deviation","precipitation_daily-cum_max-sample-size","precipitation_daily-cum_inflection2_yearly-sd","precipitation_daily-cum_inflection2_yearly-mean","temperature_daily-mean-fluctuation","temperature_annual-min-at-2m","solar_daily-mean-fluctuation","temperature_daily-lower-deviation","temperature_annual-max-at-2m","temperature_daily-upper-deviation","end-simulation-in-tick","precipitation_yearly-mean","precipitation_daily-cum_inflection1_yearly-mean","precipitation_daily-cum_rate1_yearly-mean","display-mode","precipitation_daily-cum_plateau-value_yearly-mean","precipitation_daily-cum_rate1_yearly-sd","type-of-experiment","[step]","T","T_max","T_min","RAIN","solarRadiation","ET_0","mean [WATp] of patches","mean [ARID] of patches","mean [biomass] of patches with [position crop typesOfCrops = 0]","mean [biomass] of patches with [position crop typesOfCrops = 1]","mean [yield] of patches with [position crop typesOfCrops = 0]","mean [yield] of patches with [position crop typesOfCrops = 1]"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1237","35.525251503768146","40.525251503768146","30.525251503768146","0","27.33470439104643","7.812335020961383","0.06172864758290653","0.990600853949441","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1238","39.32906326173999","44.32906326173999","34.32906326173999","0","19.700580229780286","6.278165441695207","0.06156269741494672","0.9894268369000453","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1239","44.15465098202971","49.15465098202971","39.15465098202971","0","19.499476969845016","6.493437934694115","0.06141267846311166","0.9907587349971627","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1240","42.67998798528224","47.67998798528224","37.67998798528224","0","25.993713648564768","8.051611861326395","0.061277061330653096","0.9932626095348573","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1241","33.768533541360284","38.768533541360284","28.768533541360284","0","22.440228172821005","6.531041892250691","0.0611544634429108","0.9924913733664351","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1242","37.10717947139582","42.10717947139582","32.10717947139582","0","22.367628139000203","6.7721354779181","0.06104363495239092","0.9934538527245435","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1243","43.01201412813259","48.01201412813259","38.01201412813259","0","21.925771214199724","7.047459329833359","0.06094344599696192","0.9943134709550967","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1244","46.467382256561436","51.467382256561436","41.467382256561436","1.3047285882803172","28.119854337160156","8.841056271786437","0.06380156179076718","0.9817349572501256","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1245","49.35548532376483","54.35548532376483","44.35548532376483","11.652307382660917","24.778346900432904","8.125541768643247","0.08977082654366692","0.8443671182171442","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1246","41.62182032763387","46.62182032763387","36.62182032763387","0","26.069368267135975","7.997638060552728","0.08691282719547554","0.8570578299966435","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1247","40.79752832882498","45.79752832882498","35.79752832882498","0","27.50759858935674","8.294199828634804","0.08432919578470875","0.8754005708014985","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1248","38.92872968492498","43.92872968492498","33.92872968492498","3.1233635772620643","26.91323900167461","8.002934812975656","0.08905239467398901","0.845796067269082","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1249","33.10200677694165","38.10200677694165","28.10200677694165","2.2821943628741543","24.27000468844303","6.8895535780965025","0.09142112404538233","0.8062715386145681","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1250","38.36368444146769","43.36368444146769","33.36368444146769","0","26.230266569572134","7.792699169747267","0.08840469613702577","0.8451664645253109","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1251","41.354978888625894","46.354978888625894","36.354978888625894","0","19.48545358932141","6.342653859075096","0.08567784530787055","0.8280309227183923","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1252","42.661872836048055","47.661872836048055","37.661872836048055","0","20.53277259448715","6.6768136805013985","0.08321277215831552","0.8523203870879584","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1253","22.48846328153389","27.48846328153389","17.48846328153389","0","21.821561205286816","5.32238762310607","0.08098434603111662","0.8325243266744439","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1254","38.9463662985576","43.9463662985576","33.9463662985576","0","23.312723560471753","7.131013143766656","0.07896984881212962","0.8870007849727132","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1255","38.914123298098254","43.914123298098254","33.914123298098254","0","23.89258038341738","7.2693357118980995","0.07714874332616592","0.8997924675299445","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1256","40.086807328874066","45.086807328874066","35.086807328874066","0","22.718525897906996","7.064037645459329","0.07550246396685292","0.9067796950164909","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1257","38.57596135866616","43.57596135866616","33.57596135866616","0","24.849054010019135","7.475862515014012","0.0740142274260361","0.9203711123456806","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1258","41.418754799064175","46.418754799064175","36.418754799064175","0","27.093850923123362","8.238030221304921","0.0726688615931365","0.9346753630779294","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1259","37.279788933511014","42.279788933511014","32.279788933511014","0","25.817271780278837","7.606224627711346","0.07145265088019562","0.9360412939417987","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1260","45.42407529473946","50.42407529473946","40.42407529473946","0","28.529345450837276","8.880082781122798","0.0703531963956967","0.9504754848981432","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1261","37.383249238294894","42.383249238294894","32.383249238294894","0","25.088319939748253","7.440856573628175","0.06935928954170924","0.9465702990427548","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1262","37.07670463179575","42.07670463179575","32.07670463179575","0","28.706251929870657","8.276000914490082","0.06846079774570506","0.9565736250980319","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1263","38.20510288322366","43.20510288322366","33.20510288322366","0","24.81559711613244","7.4396059631562075","0.06764856116211719","0.9563290535756798","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1264","40.63935101048751","45.63935101048751","35.63935101048751","0","25.735147223570486","7.844718953179106","0.06691429929055463","0.962560194905853","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1265","38.11813631540522","43.11813631540522","33.11813631540522","0","24.97260234650762","7.470689113642737","0.06625052655866148","0.9644598926928435","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1266","32.847816177595014","37.847816177595014","27.847816177595014","0","16.563669523004105","5.130800923120133","0.06565047600902937","0.9532197363629921","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1267","37.42593932999504","42.42593932999504","32.42593932999504","0","29.28990565970758","8.44654586539365","0.0651080303121629","0.9743115964555695","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1268","39.59139652130444","44.59139652130444","34.59139652130444","0","25.129709105646867","7.619722421964806","0.0646176594021952","0.9742578071582144","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1269","42.42552168209545","47.42552168209545","37.42552168209545","12.932434722953676","24.49491578694171","7.658182884860999","0.09340166657345979","0.814729959341573","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1270","40.85761050805845","45.85761050805845","35.85761050805845","0","31.736863238035504","9.344715998026475","0.09019510658240719","0.8627433945887949","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1271","44.608549732136346","49.608549732136346","39.608549732136346","0","23.220585026616103","7.467630519224613","0.08729637635049697","0.8447309237140915","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1272","31.54423038492505","36.54423038492505","26.54423038492505","45.5651918106064","29.13363921265586","7.822624767547795","0.1828169353341788","0.3330879701004612","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1273","40.92137899793656","45.92137899793656","35.92137899793656","0","26.372124722014647","8.022606874957845","0.17102650954209553","0.4121399203102287","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1274","31.73062780339407","36.73062780339407","26.73062780339407","0","24.731760468608776","6.866888727216458","0.16036796462605463","0.3791339665198418","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1275","48.36173284976142","53.36173284976142","43.36173284976142","0","23.445728307853166","7.724532156156236","0.15073264002195488","0.5010532982804817","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1276","45.25807452517799","50.25807452517799","40.25807452517799","0","26.300170835058644","8.29590281249045","0.14202230657984669","0.5800175754714373","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1277","33.56644610516785","38.56644610516785","28.56644610516785","0","29.19240796857901","8.050417601687219","0.13414816514818226","0.608758609987384","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1278","41.30118798296186","46.30118798296186","36.30118798296186","0","23.63865038025139","7.371208716932822","0.12702994129395523","0.6137282702157795","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1279","40.22478548696878","45.22478548696878","35.22478548696878","0","19.961195946342865","6.395479206024949","0.12059506692973601","0.5975360621510487","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1280","32.27726859277704","37.27726859277704","27.27726859277704","0","18.03790588378174","5.422249759194205","0.11477794050448152","0.5708699020814482","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1281","46.10093894133037","51.10093894133037","41.10093894133037","0","23.477421919964225","7.616308975054195","0.10951925821605127","0.7238199077451312","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1282","41.55887558306633","46.55887558306633","36.55887558306633","0","22.340164444741777","7.064697665058293","0.10476540942730925","0.7308392226179312","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1283","39.005276660667064","44.005276660667064","34.005276660667064","0","30.20624125579067","8.808281262014285","0.10046793012228816","0.8048436839293666","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1284","35.299338872672074","40.299338872672074","30.299338872672074","0","22.560722388675007","6.681167920146492","0.0965830088305493","0.7674106480679872","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1285","51.20958759857342","56.20958759857342","46.20958759857342","0","15.841588636314851","5.817153915886588","0.09307103998281653","0.7585094774170215","0","0","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1286","41.83302578081605","46.83302578081605","36.83302578081605","0","25.100161124148407","7.770507300660566","0.08989622014446663","0.8365707815199872","0","0.0020814559675240104","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1287","42.06687599781714","47.06687599781714","37.06687599781714","67.91210095448061","20.605847094726784","6.661911685966857","0.20637422515827128","0.06668438512766854","0","0.013964770348919553","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1288","34.022601637737466","39.022601637737466","29.022601637737466","0","32.338626051809314","8.817033217311588","0.1923222995430788","0.36251002944599664","0","0.023169762222152626","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1289","33.1136952019615","38.1136952019615","28.113695201961498","0","32.82732778004136","8.825317534817476","0.1796193587869434","0.4242500303917616","0","0.032907858162","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1290","40.78879251957523","45.78879251957523","35.78879251957523","0","28.708152236960952","8.590248325480838","0.16813590034339543","0.46527932565191976","0","0.05723866018136015","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1291","39.225773599267455","44.225773599267455","34.225773599267455","0","22.28856567866422","6.901491342901321","0.1577548539104309","0.39833024967024105","0","0.0859813365428317","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1292","37.63525878691801","42.63525878691801","32.63525878691801","0","16.869260725247667","5.495489031165242","0.14837038793502955","0.31693314846548143","0","0.11194929247434941","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1293","38.80881182838428","43.80881182838428","33.80881182838428","0","30.69098435245773","8.908313565031825","0.13988683069326582","0.6190723561836141","0","0.15683753972193767","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1294","32.80966347970337","37.80966347970337","27.809663479703367","0","22.937630757354945","6.5633650340427465","0.13221769494671246","0.5326095253410207","0","0.1834214101433062","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1295","33.706046389489146","38.706046389489146","28.706046389489146","0","25.38816296410713","7.197760057286651","0.12528479623182884","0.6147190981802231","0","0.22990127846826167","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1296","49.827773928939536","54.827773928939536","44.827773928939536","0","26.226263999389317","8.53362585739588","0.1190174557935727","0.706228487492274","0","0.22990127846826167","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1297","38.576398459523745","43.576398459523745","33.576398459523745","0","25.071069593763486","7.529534705713199","0.11335178003739031","0.6990158899521925","0","0.324358797830085","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1298","41.21280291965058","46.21280291965058","36.21280291965058","0","23.3758870581524","7.300204352906634","0.1082300091538002","0.7193628761063382","0","0.4372295323445443","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1299","40.90954395981388","45.90954395981388","35.90954395981388","0","21.437218966453855","6.8006606203813815","0.10359992827503531","0.7276687582445351","0","0.5746772897523691","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1300","37.876604265446346","42.876604265446346","32.876604265446346","0","28.959618783724366","8.407908865371192","0.09941433516063133","0.8008735260372658","0","0.754691563980357","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1301","32.49499650005229","37.49499650005229","27.494996500052288","0","25.587302481045224","7.130156327459712","0.09563055898521093","0.7877310958331432","0","0.9676506077789206","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1302","36.33677126010182","41.33677126010182","31.33677126010182","0","27.029343744763356","7.813383685224929","0.09221002532263163","0.8248884836387389","0","1.2090502607157414","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1303","40.414293197697525","45.414293197697525","35.414293197697525","0","23.51902590674015","7.282709958392355","0.08911786289165843","0.830164186208776","0","1.48357441296718","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1304","36.56558278901369","41.56558278901369","31.56558278901369","0","25.431820685421055","7.456072624667522","0.0863225480540597","0.8500382183322003","0","1.8226037197996463","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1305","35.22527474642985","40.22527474642985","30.225274746429847","0","23.294362200556044","6.845875207338013","0.08379558344087013","0.8523511144064693","0","2.211234734348637","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1306","43.22884025285824","48.22884025285824","38.22884025285824","0","21.09442679921303","6.849710455094221","0.08151120743054553","0.8666001416965285","0","2.642113064302744","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1307","45.00780858895405","50.00780858895405","40.00780858895405","146.44211161484674","21.185963605512004","6.9679670277252646","0.23714948143982867","0","0","2.642113064302744","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1308","39.19775990556479","44.19775990556479","34.19775990556479","0","31.376681658068303","9.109836355034938","0.20664440904972148","0.31621789936572875","0","7.933239506390902","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1309","36.238917140757145","41.238917140757145","31.238917140757145","0","25.579499154061036","7.463644510683533","0.19256654578094864","0.24552337675664604","0","11.689750371047223","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1310","40.086196729374116","45.086196729374116","35.086196729374116","0","20.095575031454942","6.4202463827752885","0.17984015738597645","0.20710903375207693","0","17.29418412719056","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1311","38.26789486639788","43.26789486639788","33.26789486639788","0","25.199179754624094","7.536767154087813","0.16833550227692448","0.3894116735282743","0","24.34748159037065","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1312","32.32754910102758","37.32754910102758","27.32754910102758","0","25.49314103196129","7.093132599944147","0.15793529405834003","0.4135054957993255","0","27.267813422063206","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1313","39.93466156609878","44.93466156609878","34.93466156609878","0","26.20619749669015","7.908600618909537","0.14853350582873773","0.5244777839902189","0","35.264698685063486","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1314","36.88546159126831","41.88546159126831","31.88546159126831","0","22.111933090514306","6.695305622879833","0.14003428926918052","0.4922283140883307","0","43.129226525227935","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1315","35.644823197562324","40.644823197562324","30.644823197562324","0","23.009416114734517","6.812802970302189","0.1323509974993376","0.5488910039915402","0","50.71250912710208","375.85725812259426","207.2370061111803"
"1","0.05","250","3","0.01","1","0","130","7","0.05","200","20","2","10","20","200","5","15","1","5","40","5","0","400","40","0.15","crops","0.1","0.02","user-defined","1316","34.99812827500042","39.99812827500042","29.99812827500042","0","17.789102136410687","5.55175449544889","0.12540530173940104","0.4995675139720081","0","56.432033472557464","375.85725812259426","207.2370061111803"
